title,year,rating,running_time_secs
21 Grams,2003,7.7,7440
Aquamarine,2006,4.9,6240
Night at the Museum: Battle of the Smithsonian,2009,5.8,6300
"Me, Myself & Irene",2000,6.4,6960
Leap Year,2010,6.1,6000
The Omega Man,1971,6.5,5880
Martyrs,2008,6.9,5940
John Dies at the End,2012,6.4,5940
This Is Spinal Tap,1984,7.9,4920
The Terminal,2004,7.2,7680
Billy Madison,1995,6.3,5340
A Lot Like Love,2005,6.4,6420
Beverly Hills Cop,1984,7.3,6300
Murder by Numbers,2002,6,7200
Centurion,2010,6.3,5820
Robin Hood: Men in Tights,1993,6.4,6240
The Last King of Scotland,2006,7.7,7260
Some Like It Hot,1959,8.4,7200
The Dyatlov Pass Incident,2013,5.3,6000
Battlefield Earth,2000,2.4,7080
The Sting,1973,8.3,7740
Jay and Silent Bob Strike Back,2001,6.8,6240
Monte Carlo,2011,5.5,6540
Commando,1985,6.5,5400
Mad Max,1979,7,5280
Shrek the Third,2007,6,5580
The Devil's Double,2011,7.1,6540
Saw II,2005,6.5,5580
Road House,1989,6.1,6840
Faster,2010,6.4,5880
From Hell,2001,6.8,7320
The Boondock Saints II: All Saints Day,2009,6.2,7080
Resident Evil: Apocalypse,2004,6,5640
Nancy Drew,2007,5.7,5940
Love and Honor,2013,5.4,6000
The Rundown,2003,6.6,6240
Giant,1956,7.6,12060
Ghostbusters II,1989,6.3,6480
Gallowwalkers,2012,3.9,5400
All the Boys Love Mandy Lane,2006,5.6,5400
Michael Clayton,2007,7.3,7140
Hackers,1995,5.9,6420
A League of Their Own,1992,7,7680
Caddyshack,1980,7.2,5880
Tomorrow Never Dies,1997,6.4,7140
What Dreams May Come,1998,6.7,6780
Evan Almighty,2007,5.4,5760
Valkyrie,2008,7.1,7260
Vehicle 19,2013,4.5,5100
Licence to Kill,1989,6.5,7980
The Lookout,2007,7.1,5940
The Bucket List,2007,7.3,5820
The Ninth Gate,1999,6.6,7980
The Roommate,2011,4.6,5460
Cellular,2004,6.4,5640
Cashback,2006,7.2,6120
The Sapphires,2012,6.8,6180
Eagle Eye,2008,6.5,7080
Little Fockers,2010,5.3,5880
Bride Wars,2009,5.1,5340
The Nanny Diaries,2007,6,6360
The Flintstones,1994,4.7,5460
Philomena,2013,6.5,5880
Hot Shots! Part Deux,1993,6.4,5160
Monsters,2010,6.3,5640
Miss Congeniality,2000,6,6540
The Fourth Kind,2009,5.8,5880
Galaxy Quest,1999,7.2,6120
Judge Dredd,1995,5.2,5760
The Spirit,2008,4.8,6180
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,5040
Linsanity,2013,5.1,5280
The Ghost Writer,2010,7.3,7680
Employee of the Month,2006,5.3,6180
Disaster Movie,2008,1.8,5220
Sleepless in Seattle,1993,6.7,6300
D2: The Mighty Ducks,1994,5.4,6360
Lara Croft Tomb Raider: The Cradle of Life,2003,5.3,7020
El orfanato,2007,7.5,6300
The Scorpion King,2002,5.4,5520
MASH,1970,7.6,6960
Meet the Parents,2000,7,6480
Alice in Wonderland,1951,7.4,4500
Contact,1997,7.3,9000
Star Trek: The Motion Picture,1979,6.3,7920
Broken,2012,7.1,5460
Now and Then,1995,6.3,6000
Mr. Holland's Opus,1995,7.1,8580
Grave Encounters,2011,6,5520
The Rocker,2008,6.1,6120
Star Trek III: The Search for Spock,1984,6.5,6300
"Angus, Thongs and Perfect Snogging",2008,6.2,6000
Deep Impact,1998,6,7200
Pay It Forward,2000,6.9,7380
An American Werewolf in London,1981,7.5,5820
Drop Dead Gorgeous,1999,6.3,5820
Killers,2010,5.2,6000
Mr. Brooks,2007,7.3,7200
This Is England,2006,7.6,6060
Adaptation.,2002,7.7,6840
The Cold Light of Day,2012,4.8,5580
Crank: High Voltage,2009,6.1,5760
Falling Down,1993,7.5,6780
I'm Not There.,2007,6.8,8100
Young Adult,2011,6.4,5640
Rent,2005,6.7,8100
Bend It Like Beckham,2002,6.7,6720
Brazil,1985,7.9,7920
Once,2006,7.9,5100
Stepmom,1998,6.3,7440
Hotaru no haka,1988,8.4,5340
Elizabeth,1998,7.5,7440
The Tall Man,2012,5.9,6360
The Divide,2011,5.8,6720
Lone Star,1996,7.5,8100
Do the Right Thing,1989,7.8,7200
Where the Wild Things Are,2009,6.8,6060
Blood of Redemption,2013,4.2,5100
Spawn,1997,5,5760
Shoot 'Em Up,2007,6.7,5160
3 Idiots,2009,8.2,10200
Aeon Flux,2005,5.4,5580
Cannibal Holocaust,1980,5.9,5700
Valhalla Rising,2009,5.9,5580
The 39 Steps,1935,7.9,5160
The Black Dahlia,2006,5.5,7260
Thank You for Smoking,2005,7.6,5520
My Bloody Valentine,2009,5.4,6060
The Running Man,1987,6.5,6060
4: Rise of the Silver Surfer,2007,5.6,5520
Anger Management,2003,6.1,6360
Horton Hears a Who!,2008,6.9,5160
EverAfter,1998,6.7,7260
Resident Evil: Extinction,2007,6.2,5640
Blades of Glory,2007,6.3,5580
Of Mice and Men,1992,7.4,6900
Hart's War,2002,6.2,7500
The Pirates! In an Adventure with Scientists!,2012,6.7,5280
Meet the Robinsons,2007,6.8,5700
Jack and Jill,2011,3.4,5460
Wild Hogs,2007,5.8,6000
Enemy at the Gates,2001,7.5,7860
The Fugitive,1993,7.8,7800
Serendipity,2001,6.7,5400
Dragonball Evolution,2009,3,5100
A Very Harold & Kumar 3D Christmas,2011,6.3,5400
Bad Milo!,2013,5.4,5100
The Congress,2013,6.4,7320
Nuovo Cinema Paradiso,1988,8.4,9300
The Manchurian Candidate,2004,6.6,7740
High School Musical 3: Senior Year,2008,4,6720
The Pacifier,2005,5.3,5700
Into the White,2012,6.9,6000
Great Expectations,1998,6.7,6660
Happy Feet Two,2011,5.8,6000
The Big Year,2011,6.1,6000
A Man Apart,2003,5.9,6540
Star Trek: Nemesis,2002,6.3,6960
The Painted Veil,2006,7.4,7500
All About Steve,2009,4.7,5940
Shuddh Desi Romance,2013,5.9,8460
The Collector,2009,6.3,5400
Inside Job,2010,8.1,6300
A Streetcar Named Desire,1951,8,7320
Dream House,2011,5.8,5520
Masters of the Universe,1987,5.1,6360
Empire Records,1995,6.5,5400
I Know What You Did Last Summer,1997,5.5,6000
Homeward Bound: The Incredible Journey,1993,6.7,5040
Halloween II,2009,4.8,6300
Starlet,2012,6.5,6180
Poseidon,2006,5.5,5880
Howard the Duck,1986,4.3,6600
Mirrors,2008,6,6600
Good Bye Lenin!,2003,7.7,7260
What Women Want,2000,6.3,7620
Lethal Weapon,1987,7.6,6600
Wyatt Earp,1994,6.5,11460
Elizabeth: The Golden Age,2007,6.8,6840
Hellraiser,1987,7,5640
Mean Streets,1973,7.4,6720
The Beaver,2011,6.6,5460
Sling Blade,1996,8,8100
Morning,2010,6.4,5700
Country Strong,2010,6,7020
Confessions of a Shopaholic,2009,5.6,6240
Buried,2010,7,5700
Sister Act,1992,6,6000
Ironclad,2011,6.1,7260
Superman III,1983,4.8,7500
Buffy the Vampire Slayer,1992,5.4,5160
Jawbreaker,1999,5,5220
The Last Starfighter,1984,6.5,6060
Diary of a Mad Black Woman,2005,5,6960
Star Trek IV: The Voyage Home,1986,7.2,7140
Easy Rider,1969,7.3,5700
Just Friends,2005,6.1,5760
La Bamba,1987,6.6,6480
Case 39,2009,6,6540
Song for Marion,2012,6.8,5580
Pathfinder,2007,5.3,5940
Antz,1998,6.6,4980
Joe Dirt,2001,5.5,5460
Hide and Seek,2005,5.7,6060
The Mummy: Tomb of the Dragon Emperor,2008,5.1,6720
Excalibur,1981,7.3,8400
Festen,1998,8,6300
George of the Jungle,1997,5.3,5520
Chaplin,1992,7.4,8580
Charlie Bartlett,2007,6.9,5820
Half Nelson,2006,7.2,6360
Major Payne,1995,5.7,5700
"New York, I Love You",2009,6.3,6180
The Craft,1996,6,6060
Red Eye,2005,6.4,5100
Puss in Boots,2011,6.6,5400
For Colored Girls,2010,5.3,7980
The Last Exorcism Part II,2013,3.9,5280
The Dukes of Hazzard,2005,4.8,6240
From Paris with Love,2010,6.4,5520
The Hottie & the Nottie,2008,1.9,5460
World Without End,1956,5.9,4800
Demolition Man,1993,6.5,6900
Mannequin,1987,5.3,5400
Mandela: Long Walk to Freedom,2013,6.4,9120
Glory,1989,7.9,7320
Morning Glory,2010,6.4,6420
Gake no ue no Ponyo,2008,7.6,6060
The Unborn,2009,4.6,5280
Godzilla,1998,5.1,8340
Mallrats,1995,7.1,5640
Fried Green Tomatoes,1991,7.4,7800
Cheaper by the Dozen 2,2005,5.2,5640
Big,1988,7.2,6240
World Trade Center,2006,6,7740
James and the Giant Peach,1996,6.7,4740
Hot Shots!,1991,6.6,5040
A View to a Kill,1985,6.2,7860
Seeking Justice,2011,6,6300
I Love You Phillip Morris,2009,6.6,5880
Big Momma's House 2,2006,4.2,5940
Bill & Ted's Excellent Adventure,1989,6.8,5400
The Cell,2000,6.2,6420
Rounders,1998,7.3,7260
25th Hour,2002,7.7,8100
The Bounty Hunter,2010,5.3,6600
Per un pugno di dollari,1964,8,5940
The Act of Killing,2012,8,6900
The Perfect Storm,2000,6.3,7800
The Haunting in Connecticut,2009,5.7,5520
Beerfest,2006,6,6600
TRON,1982,6.7,5760
The People Under the Stairs,1991,6.1,6120
American Wedding,2003,6.1,5760
Papillon,1973,8,9060
Lady in the Water,2006,5.6,6600
Reign of Fire,2002,6,6060
Psycho,1998,4.6,6300
Evil Dead II,1987,7.8,5040
The Life Aquatic with Steve Zissou,2004,7.2,7140
Awakenings,1990,7.6,7260
The Good Shepherd,2006,6.7,10020
Star Trek: Generations,1994,6.5,7080
Vanishing Point,1971,7.2,5940
Samsara,2011,8.2,6120
Kokuriko-zaka kara,2011,7.2,5460
Joy Ride,2001,6.5,5820
Harold & Kumar Escape from Guantanamo Bay,2008,6.5,6840
La haine,1995,8,5880
The Invasion,2007,5.9,5940
A Good Old Fashioned Orgy,2011,6.1,5700
Best in Show,2000,7.3,5400
La Venus a la fourrure,2013,7.2,5760
Lord of the Flies,1990,6.3,5400
National Treasure: Book of Secrets,2007,6.4,7440
PCU,1994,6.1,4740
Final Destination,2000,6.7,5880
Jacob's Ladder,1990,7.5,6780
Father of the Bride Part II,1995,5.6,6360
Girl with a Pearl Earring,2003,6.9,6000
We Were Soldiers,2002,7,8280
Last Night,2010,6.4,5580
Das Experiment,2001,7.7,7200
Johnny English,2003,5.9,5280
True Lies,1994,7.2,8460
Steel Magnolias,1989,6.9,7020
The Girl Next Door,2007,6.7,5460
Going the Distance,2010,6.3,6120
Beethoven,1992,5.3,5220
The Magic of Belle Isle,2012,6.7,6540
Les Miserables,1998,7.3,8040
Harold and Maude,1971,8,5460
Slither,2006,6.4,5700
The Longest Yard,1974,7,7260
Heavenly Creatures,1994,7.4,5940
Flushed Away,2006,6.7,5100
Fool's Gold,2008,5.5,6720
Bernie,2011,6.7,5940
Mr. Popper's Penguins,2011,5.9,5640
Monster-in-Law,2005,5.2,6060
An American Crime,2007,7.2,5820
Clerks.,1994,7.8,5520
Four Weddings and a Funeral,1994,7,7020
Fanboys,2009,6.5,5400
Dracula 3D,2012,3.7,6360
Dreamcatcher,2003,5.4,8160
Sphere,1998,5.8,8040
Starsky & Hutch,2004,6,6060
Joe,2013,7.6,7020
Trolljegeren,2010,7,6180
Frankenstein's Army,2013,5.2,5040
Dans la maison,2012,7.3,6300
Snakes on a Plane,2006,5.6,6300
Rescue Dawn,2006,7.3,7560
RoboCop 3,1993,3.7,6240
The Young Victoria,2009,7.2,6300
Larry Crowne,2011,5.9,5880
The American,2010,6.4,6300
Lay the Favorite,2012,4.7,5640
Teenage Mutant Ninja Turtles III,1993,4.5,5760
Music and Lyrics,2007,6.5,6360
El secreto de sus ojos,2009,8.2,7740
Next,2007,6.1,5760
Three Kings,1999,7.2,6840
Planet of the Apes,1968,8,6720
The Debt,2010,6.8,6780
Perfect Sense,2011,6.9,5520
Rocky V,1990,4.8,6240
Bruno,2009,5.9,4860
Singin' in the Rain,1952,8.4,6180
The Losers,2010,6.3,5820
Running Scared,2006,7.3,7320
The Skeleton Key,2005,6.4,6240
Jonah Hex,2010,4.6,4860
The Lake House,2006,6.6,5940
Rushmore,1998,7.6,5580
Sleeping Beauty,1959,7.3,4500
Ed Wood,1994,7.9,7620
Mission: Impossible II,2000,5.9,7380
The Invention of Lying,2009,6.3,6000
Glengarry Glen Ross,1992,7.8,6000
How Do You Know,2010,5.3,7260
It's a Disaster,2012,6.4,5280
The Dark Crystal,1982,7.1,5580
Death Sentence,2007,6.7,6300
High Fidelity,2000,7.5,6780
Senna,2010,8.5,6360
Final Destination 3,2006,5.7,5580
Katy Perry: Part of Me,2012,5.4,5580
360,2011,5.9,6600
Haunter,2013,6.5,5820
No Time for Sergeants,1958,7.5,7140
Wo hu cang long,2000,7.9,7200
The AristoCats,1970,7,4680
Quarantine,2008,6,5340
Charlie's Angels: Full Throttle,2003,4.7,6360
The Man Who Wasn't There,2001,7.6,6960
The Little Vampire,2000,5.3,5700
Excision,2012,6,4860
Splash,1984,6.2,6660
Somewhere,2010,6.3,5820
Spy Game,2001,6.9,7560
Journey to the Center of the Earth,2008,5.7,5580
Child's Play 2,1990,5.3,5040
Butch Cassidy and the Sundance Kid,1969,8.2,6600
Network,1976,8.1,7260
Team America: World Police,2004,7.1,5880
The Benchwarmers,2006,5.3,4800
Ali,2001,6.6,9420
The Ring Two,2005,5.2,6600
From Russia with Love,1963,7.5,6900
Lemale et ha'halal,2012,6.4,5400
Zookeeper,2011,5,6120
Harry and the Hendersons,1987,5.7,6600
The Ledge,2011,6.4,6060
Alien Uprising,2012,3,6060
A Good Year,2006,6.8,7020
Secret Window,2004,6.5,5760
Failure to Launch,2006,5.4,5820
AVP: Alien vs. Predator,2004,5.4,6060
Chennai Express,2013,6.2,8460
Save the Last Dance,2001,5.9,6720
Rebel Without a Cause,1955,7.8,6660
Dr. No,1962,7.3,6600
Whip It,2009,6.8,6660
Cube,1997,7.4,5400
Monsters vs Aliens,2009,6.6,5640
Children of the Corn,1984,5.4,5520
Cool Hand Luke,1967,8.2,7560
Outlander,2008,6.2,6900
The Insider,1999,7.9,9420
Malcolm X,1992,7.6,12120
The Baytown Outlaws,2012,6.1,5880
Passengers,2008,5.7,5580
Addams Family Values,1993,6.4,5640
Pride and Glory,2008,6.6,7800
Solaris,2002,6.1,5940
Penelope,2006,6.8,6240
Unthinkable,2010,7,5820
Around the World in 80 Days,2004,5.6,7200
Species,1995,5.7,6480
TMNT,2007,6.3,5220
The Loved Ones,2009,6.6,5040
The Cider House Rules,1999,7.3,7560
I Don't Know How She Does It,2011,4.5,5340
A Scanner Darkly,2006,7,6000
It's Complicated,2009,6.5,7200
Fear,1996,6,5820
Flash Gordon,1980,6.3,6660
Bicentennial Man,1999,6.5,7920
The Rite,2011,5.8,6840
Paranormal Activity 3,2011,5.9,4980
Cocktail,1988,5.5,6240
Spy Kids 3-D: Game Over,2003,4,5040
Kapringen,2012,7.1,6180
"Dude, Where's My Car?",2000,5.3,4980
Little Women,1994,7,6900
The Third Man,1949,8.4,6240
October Sky,1999,7.7,6480
Saw III,2006,6.1,6480
The Waterboy,1998,5.8,5400
Murder by Death,1976,7.3,5640
"Tomorrow, When the War Began",2010,6.1,6180
Stick It,2006,6,6180
I Heart Huckabees,2004,6.6,6420
Crossroads,2002,3,5580
Coriolanus,2011,6.1,7380
Taking Lives,2004,6,6180
The Haunting,1999,4.7,6780
Inkheart,2008,6,6360
The Kite Runner,2007,7.6,7680
The Great Dictator,1940,8.5,7500
Life of Brian,1979,8.1,5640
The Color Purple,1985,7.6,9240
101 Dalmatians,1996,5.5,6180
Underworld: Evolution,2006,6.6,6360
Star Trek: Insurrection,1998,6.3,6180
God Bless America,2011,7.2,6300
Modern Times,1936,8.6,5220
Jeepers Creepers,2001,5.9,5400
"The Karate Kid, Part III",1989,4.6,6720
Over the Hedge,2006,6.8,4980
Live and Let Die,1973,6.8,7260
Trespass,2011,5.2,5460
Doom,2005,5.1,6000
My Left Foot: The Story of Christy Brown,1989,7.8,6180
Legend of the Guardians: The Owls of Ga'Hoole,2010,6.9,5820
Beautiful Girls,1996,7.1,6720
Bound by Honor,1993,7.6,10800
A Serious Man,2009,7,6360
"Jeff, Who Lives at Home",2011,6.5,4980
They Live,1988,7.1,5580
Kynodontas,2009,7.1,5640
Un monstre a Paris,2011,6.6,5400
Still Mine,2012,6.8,6120
Fallen,1998,6.8,7440
In the Name of the Father,1993,8.1,7980
Kiss the Girls,1997,6.4,6900
City of Ember,2008,6.4,5400
Super Mario Bros.,1993,3.8,6240
S.W.A.T.,2003,5.9,7020
The Replacements,2000,6.3,7080
Intruders,2011,5.3,6000
Holy Motors,2012,7,6900
Ghost Ship,2002,5.3,5460
Jusan-nin no shikaku,2010,7.6,8460
88 Minutes,2007,5.8,6480
Year One,2009,4.8,5820
Billy Elliot,2000,7.6,6600
Shallow Hal,2001,5.9,6840
3096 Tage,2013,5.6,6660
Struck by Lightning,2012,6.1,5400
Frost/Nixon,2008,7.7,7320
The ABCs of Death,2012,4.8,7380
The Hurricane,1999,7.4,8760
The Bridge on the River Kwai,1957,8.3,9660
Frozen,2010,6.2,5580
The Son of No One,2011,5,5400
Mystery Men,1999,5.9,7260
Manhattan,1979,8,5760
The Piano,1993,7.5,7260
Ronin,1998,7.2,7320
Madagascar: Escape 2 Africa,2008,6.7,5340
Atlas Shrugged: Part I,2011,5.5,5820
Gosford Park,2001,7.2,8220
Wish You Were Here,2012,5.8,5340
Rudy,1993,7.4,6840
Dog Day Afternoon,1975,8.1,7500
Notorious,2009,6.4,7320
The Box,2009,5.6,6900
The Frighteners,1996,7.1,6600
Silent House,2011,5.2,5160
Brooklyn's Finest,2009,6.7,7920
The Glass House,2001,5.6,6360
Nacho Libre,2006,5.5,5520
A Little Princess,1995,7.5,5820
Sweet November,2001,6.3,7140
Far and Away,1992,6.3,8400
Surf's Up,2007,6.8,5100
Green Zone,2010,6.9,6900
Romeo and Juliet,1968,7.6,8280
Season of the Witch,2011,5.3,5700
Diary of a Wimpy Kid: Dog Days,2012,6.1,5640
The Guardian,2006,6.7,8340
Fish Tank,2009,7.3,7380
Paycheck,2003,6.1,7140
Ben-Hur,1959,8.1,12720
Rendition,2007,6.8,7320
The Experiment,2010,6.3,5760
DOA: Dead or Alive,2006,4.7,5220
Happythankyoumoreplease,2010,6.7,6000
The Score,2001,6.8,7440
Cop Out,2010,5.5,6420
Cry-Baby,1990,6.3,5100
Havoc,2005,5.4,5100
Fright Night,1985,6.9,6360
Just Like Heaven,2005,6.6,5700
"Paris, je t'aime",2006,7.3,7200
Nineteen Eighty-Four,1984,7.1,6780
Max Payne,2008,5.3,6000
My Fair Lady,1964,7.8,10200
Syrup,2013,5.5,5400
Trading Places,1983,7.4,6960
Mighty Morphin Power Rangers: The Movie,1995,4.3,5700
A Perfect Ending,2012,5.3,6600
The Squid and the Whale,2005,7.4,4860
Middle of the Night,1959,7,7080
Open Water,2003,5.8,4740
Arachnophobia,1990,6.3,6180
The Wolfman,2010,5.8,6180
The Ten Commandments,1956,7.8,13200
Paths of Glory,1957,8.5,5280
City of Angels,1998,6.5,6840
The Pact,2012,5.7,5340
Elektra,2005,4.7,5820
Sydney White,2007,6.1,6480
The Wedding Planner,2001,4.9,6180
Biutiful,2010,7.4,8880
Young Guns,1988,6.6,6420
Free Willy,1993,5.6,6720
Close Encounters of the Third Kind,1977,7.7,8220
Revolver,2005,6.3,6900
Roman Holiday,1953,8.1,7080
Nine 1/2 Weeks,1986,5.6,7020
The Rebound,2009,6.3,5700
Dark Star,1974,6.4,4980
W.,2008,6.4,7740
What Lies Beneath,2000,6.5,7800
Extracted,2012,6.2,5100
The Missing,2003,6.4,8220
Diamonds Are Forever,1971,6.7,7200
Det sjunde inseglet,1957,8.3,5760
Vacation,1983,7.3,5880
The Three Musketeers,1993,6.1,6300
Double Indemnity,1944,8.5,6420
Electrick Children,2012,6.4,5760
Bee Movie,2007,6.1,5460
Ginger & Rosa,2012,6,5400
Robin Hood,1973,7.5,4980
The Merchant of Venice,2004,7,8280
The Recruit,2003,6.5,6900
Hable con ella,2002,7.9,6720
A Little Bit of Heaven,2011,6,6360
La mome,2007,7.5,8400
Save the Date,2012,5.4,5820
Nicholas Nickleby,2002,7.1,7920
Ying xiong,2002,7.9,5940
Win Win,2011,7.2,6360
Barton Fink,1991,7.7,6960
Flags of Our Fathers,2006,7.1,7920
The Sum of All Fears,2002,6.3,7440
Kingpin,1996,6.8,6780
From Here to Eternity,1953,7.8,7080
Rocky III,1982,6.4,5940
A Christmas Story,1983,8,5640
Twixt,2011,4.9,5280
Love and Other Impossible Pursuits,2009,6.2,6120
Logan's Run,1976,6.7,7140
The Last Exorcism,2010,5.6,5220
Ice Age: The Meltdown,2006,6.8,5460
Margaret,2011,6.4,9000
The Ruins,2008,5.8,5400
The Life of David Gale,2003,7.3,7800
Sophie's Choice,1982,7.6,9000
Joan of Arc,1999,6.3,9480
The Way,2010,7.2,7380
Devil's Knot,2013,5.7,6840
The Duchess,2008,6.8,6600
Hard to Kill,1990,5.4,5760
Virtuosity,1995,5.4,6360
Slap Shot,1977,7.2,7380
The Wicker Man,2006,3.6,6120
Home Alone 3,1997,3.9,6120
The Sweeney,2012,6.1,6720
Domino,2005,5.8,7620
Child's Play 3,1991,4.6,5400
War,2007,6.1,6180
The Human Contract,2008,5.1,6180
Patch Adams,1998,6.3,6900
Your Sister's Sister,2011,6.7,5400
Under the Tuscan Sun,2003,6.6,6780
The Great Outdoors,1988,6.2,5460
Dogville,2003,7.9,10680
Ninja Assassin,2009,6.2,5940
Small Soldiers,1998,6,6480
Stranded,2013,3.5,5040
Fatal Attraction,1987,6.8,7140
The Last Kiss,2006,6.5,6900
The 13th Warrior,1999,6.4,6120
London Boulevard,2010,6.2,6180
Christine,1983,6.5,6600
The Men Who Stare at Goats,2009,6.2,5640
That Thing You Do!,1996,6.7,6480
The Queen,2006,7.4,6180
Chaos,2005,6.3,6360
Teen Wolf,1985,5.8,5460
You Are Here,2013,6.1,6720
Jodaeiye Nader az Simin,2011,8.4,7380
Forbidden Ground,2013,4.7,5700
Ken Park,2002,5.8,5760
Starter for 10,2006,6.6,5520
Shark Night 3D,2011,3.9,5400
Days of Thunder,1990,5.6,6420
Animal Kingdom,2010,7.3,6780
Zathura: A Space Adventure,2005,6.1,6780
8MM,1999,6.3,7380
Phone Booth,2002,7.1,4860
Chicken Run,2000,7.1,5040
Secondhand Lions,2003,7.4,6660
In the Name of the King: A Dungeon Siege Tale,2006,3.8,7620
Besharam,2013,4.6,8580
Robots,2005,6.3,5460
Daddy Day Care,2003,5.3,5520
Two Weeks Notice,2002,5.8,6060
Heart of the Country,2013,4.7,5220
Sugar & Spice,2001,5.3,4860
Bubble Boy,2001,5.4,5040
Raising Helen,2004,5.7,7140
Lootera,2013,7.4,8160
Troop Beverly Hills,1989,4.8,6000
Wicker Park,2004,6.8,6840
The Simpsons Movie,2007,7.4,5220
Die Hard 2,1990,7.1,7440
The Naked Gun: From the Files of Police Squad!,1988,7.6,5100
Street Fighter,1994,3.5,6120
The Abyss,1989,7.6,8340
Four Rooms,1995,6.5,5880
Rules of Engagement,2000,6.2,7680
Casanova,2005,6.4,6720
Death at a Funeral,2007,7.3,5400
The Quick and the Dead,1995,6.3,6420
The Texas Chainsaw Massacre: The Beginning,2006,5.7,5460
Eden Lake,2008,6.8,5460
Attack the Block,2011,6.6,5280
Babylon A.D.,2008,5.4,5400
JFK,1991,8,11340
Agora,2009,7.1,7620
Manhunter,1986,7.2,7140
Django,1966,7.2,5520
The Magnificent Seven,1960,7.8,7680
Maximum Overdrive,1986,5.1,5820
Matchstick Men,2003,7.3,6960
Newsies,1992,6.3,7260
Scream 2,1997,6,7200
Tootsie,1982,7.4,6960
Time Bandits,1981,6.9,6960
Land of the Lost,2009,5.2,6120
Drumline,2002,5.4,7080
The Hunter,2011,6.7,6120
Finding Forrester,2000,7.2,8160
Frida,2002,7.2,7380
Ice Age: Dawn of the Dinosaurs,2009,7,5640
You Will Meet a Tall Dark Stranger,2010,6.2,5880
The Fox and the Hound,1981,7.1,4980
Not Fade Away,2012,5.9,6720
Crossing Over,2009,6.7,6780
Monster House,2006,6.6,5460
Dr. Seuss' The Cat in the Hat,2003,3.6,4920
Gnomeo & Juliet,2011,5.8,5040
Like Mike,2002,4.7,5940
Halloween H20: 20 Years Later,1998,5.4,5160
Rock Star,2001,5.9,6300
Dead Man Walking,1995,7.5,7320
Tekken,2010,4.8,5520
After the Sunset,2004,6.1,5820
Made of Honor,2008,5.6,6060
Little Nicky,2000,5.1,5400
Queen of the Damned,2002,4.9,6060
Rumor Has It...,2005,5.4,5820
Lethal Weapon 4,1998,6.5,7620
Norbit,2007,3.7,6180
The Jackal,1997,6.2,7440
Hollow Man,2000,5.6,6720
I Like It Like That,1994,6.1,6240
Be Cool,2005,5.5,7080
Edge of Darkness,2010,6.6,7020
Hop,2011,5.3,5700
The Darjeeling Limited,2007,7.1,5460
Walking Tall,2004,6,5160
Concussion,2013,5.7,5760
Candy,2006,7.1,6960
Frankenstein,1994,6.3,7380
Night Train to Lisbon,2013,6.4,6660
Terms of Endearment,1983,7.3,7920
Space Jam,1996,5.9,5280
What a Girl Wants,2003,5.7,6300
RV,2006,5.3,5940
Miami Vice,2006,5.9,8040
Death Becomes Her,1992,6.2,6240
Air Force One,1997,6.3,7440
The Broken Circle Breakdown,2012,7.6,6660
Clerks II,2006,7.4,5820
AVPR: Aliens vs Predator - Requiem,2007,4.7,5640
Albert Nobbs,2011,6.5,6780
Whatever It Takes,2000,5.2,5640
Saw IV,2007,5.8,5580
Tomcats,2001,4.9,5700
Wild Wild West,1999,4.6,6360
Dark Touch,2013,5.3,5400
Urban Legend,1998,5.3,5940
We Own the Night,2007,6.8,7020
Race to Witch Mountain,2009,5.7,5880
Dirty Harry,1971,7.8,6120
The Omen,1976,7.6,6660
No Reservations,2007,6.2,6240
Never Say Never Again,1983,6.1,8040
Forces of Nature,1999,5.2,6300
Frankie Go Boom,2012,5.6,5340
Lola rennt,1998,7.8,4860
Shrooms,2007,4.6,5040
Get Over It,2001,5.5,5220
Detroit Rock City,1999,6.6,5700
Boiler Room,2000,6.9,7200
Revenge of the Nerds,1984,6.5,5400
In the Loop,2009,7.4,6360
Vantage Point,2008,6.6,5400
Bright Star,2009,6.9,7140
Escape from New York,1981,7.1,5940
Did You Hear About the Morgans?,2009,4.5,6180
This Film Is Not Yet Rated,2006,7.5,5880
My Cousin Vinny,1992,7.4,7200
The Forbidden Kingdom,2008,6.5,6240
Beaches,1988,6.3,7380
Much Ado About Nothing,1993,7.3,6660
Stuart Little,1999,5.8,5040
Punisher: War Zone,2008,5.9,6180
Dangerous Minds,1995,6,5940
Better Off Dead...,1985,7.1,5820
Alvin and the Chipmunks: Chipwrecked,2011,4.1,5220
Bonnie and Clyde,1967,8,6720
Saw V,2008,5.6,5520
Passion Play,2010,4.2,5640
Stay,2005,6.7,5940
An Officer and a Gentleman,1982,6.8,7440
The Last Ride,2012,5.1,6120
Big Trouble in Little China,1986,7.1,5940
Saw VI,2009,5.9,5400
Conan the Destroyer,1984,5.6,6180
The Truth,2012,5.3,6360
"Honey, I Shrunk the Kids",1989,6.2,5580
Java Heat,2013,4.9,6240
The Spy Who Loved Me,1977,7,7500
Rush Hour 3,2007,6,5460
Mona Lisa Smile,2003,6.2,7020
The Hills Have Eyes II,2007,5,5340
10 Rillington Place,1971,7.5,6660
Blue Crush,2002,5.4,6240
Straight A's,2013,5.3,5460
Balls of Fury,2007,5.1,5400
U.S. Marshals,1998,6.3,7860
The Wicker Man,1973,7.6,5280
Reign Over Me,2007,7.4,7440
The Fly,1986,7.5,5760
